"No.","Time","Source","Destination","Protocol","Length","Info"
"1273","1.059104699","10.0.2.15","151.101.52.84","TLSv1.2","380","Application Data"
"1274","1.059318227","151.101.52.84","10.0.2.15","TCP","62","443  >  55448 [ACK] Seq=4551 Ack=659 Win=65535 Len=0"
"1275","1.059358800","10.0.2.15","31.13.76.107","TLSv1.2","149","Application Data"
"1276","1.059548105","31.13.76.107","10.0.2.15","TCP","62","443  >  40506 [ACK] Seq=3827 Ack=428 Win=65535 Len=0"
"1277","1.061105483","10.0.2.15","31.13.76.107","TLSv1.2","94","Application Data"
"1278","1.061307874","31.13.76.107","10.0.2.15","TCP","62","443  >  40506 [ACK] Seq=3827 Ack=466 Win=65535 Len=0"
"1279","1.061342623","10.0.2.15","31.13.76.107","TLSv1.2","257","Application Data"
"1280","1.061455161","10.0.2.15","31.13.76.107","TLSv1.2","123","Application Data"
"1281","1.061490956","31.13.76.107","10.0.2.15","TCP","62","443  >  40506 [ACK] Seq=3827 Ack=667 Win=65535 Len=0"
"1282","1.061493986","31.13.76.107","10.0.2.15","TCP","62","443  >  40506 [ACK] Seq=3827 Ack=734 Win=65535 Len=0"
"1283","1.061573407","10.0.2.15","152.195.54.95","TLSv1.2","126","Application Data"
"1284","1.061803099","152.195.54.95","10.0.2.15","TCP","62","443  >  38044 [ACK] Seq=279333 Ack=1904 Win=65535 Len=0"
"1285","1.068706880","10.0.2.15","192.229.211.36","TLSv1.2","130","Application Data"
"1286","1.068935962","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=279333 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1287","1.068946635","192.229.211.36","10.0.2.15","TCP","62","443  >  35882 [ACK] Seq=58659 Ack=801 Win=65535 Len=0"
"1288","1.069257123","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=280713 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1289","1.069262412","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=282093 Win=65535 Len=0"
"1290","1.071064379","152.195.54.95","10.0.2.15","TLSv1.2","8336","Application Data, Application Data, Application Data"
"1291","1.071074140","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=290373 Win=65535 Len=0"
"1292","1.074183993","152.195.54.95","10.0.2.15","TLSv1.2","20756","Application Data, Application Data, Application Data"
"1293","1.074206764","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=311073 Win=65535 Len=0"
"1294","1.076770727","152.195.54.95","10.0.2.15","TLSv1.2","9716","Application Data, Application Data"
"1295","1.076792699","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=320733 Win=65535 Len=0"
"1296","1.076843845","152.195.54.95","10.0.2.15","TCP","4196","443  >  38044 [PSH, ACK] Seq=320733 Ack=1904 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"1297","1.076849905","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=324873 Win=65535 Len=0"
"1298","1.076888205","199.96.57.6","10.0.2.15","TCP","62","443  >  59196 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1299","1.076900721","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"1300","1.076919104","153.90.2.15","10.0.2.15","DNS","219","Standard query response 0x8454 A d1z2jf7jlzjs58.cloudfront.net A 13.32.253.118 A 13.32.253.158 A 13.32.253.26 A 13.32.253.126 A 13.32.253.138 A 13.32.253.44 A 13.32.253.189 A 13.32.253.7"
"1301","1.077048266","127.0.1.1","127.0.0.1","DNS","219","Standard query response 0x236a A d1z2jf7jlzjs58.cloudfront.net A 13.32.253.118 A 13.32.253.158 A 13.32.253.26 A 13.32.253.126 A 13.32.253.138 A 13.32.253.44 A 13.32.253.189 A 13.32.253.7"
"1302","1.077230448","10.0.2.15","13.32.253.118","TCP","76","33220  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2055705957 TSecr=0 WS=128"
"1303","1.077332621","10.0.2.15","199.96.57.6","TLSv1.2","264","Client Hello"
"1304","1.078115953","199.96.57.6","10.0.2.15","TCP","62","443  >  59196 [ACK] Seq=1 Ack=209 Win=65535 Len=0"
"1305","1.078374266","153.90.2.15","10.0.2.15","DNS","186","Standard query response 0xcae6 A sb.scorecardresearch.com CNAME sb.scorecardresearch.com.edgekey.net CNAME e1879.e7.akamaiedge.net A 23.198.167.67"
"1306","1.078425550","127.0.1.1","127.0.0.1","DNS","186","Standard query response 0xde62 A sb.scorecardresearch.com CNAME sb.scorecardresearch.com.edgekey.net CNAME e1879.e7.akamaiedge.net A 23.198.167.67"
"1307","1.078503241","10.0.2.15","23.198.167.67","TCP","76","54034  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=824359556 TSecr=0 WS=128"
"1308","1.079229137","152.195.54.95","10.0.2.15","TCP","4196","443  >  38044 [PSH, ACK] Seq=324873 Ack=1904 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"1309","1.079237523","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=329013 Win=65535 Len=0"
"1310","1.079738114","31.13.76.107","10.0.2.15","TLSv1.2","2896","Server Hello"
"1311","1.079745514","10.0.2.15","31.13.76.107","TCP","56","40510  >  443 [ACK] Seq=209 Ack=2841 Win=34080 Len=0"
"1312","1.079882043","31.13.76.107","10.0.2.15","TLSv1.2","705","Certificate, Server Key Exchange, Server Hello Done"
"1313","1.079886968","10.0.2.15","31.13.76.107","TCP","56","40510  >  443 [ACK] Seq=209 Ack=3490 Win=36920 Len=0"
"1314","1.080631040","10.0.2.15","31.13.76.107","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1315","1.080993909","31.13.76.107","10.0.2.15","TCP","62","443  >  40510 [ACK] Seq=3490 Ack=335 Win=65535 Len=0"
"1316","1.081941238","192.229.210.207","10.0.2.15","TLSv1.2","12589","Application Data, Application Data"
"1317","1.081992073","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=4284 Ack=1702963 Win=65535 Len=0"
"1318","1.082633952","192.229.210.207","10.0.2.15","TLSv1.2","3932","Application Data"
"1319","1.084128911","31.13.76.107","10.0.2.15","TLSv1.2","94","Application Data"
"1320","1.084726369","151.101.52.84","10.0.2.15","TLSv1.2","742","Application Data"
"1321","1.084735068","10.0.2.15","151.101.52.84","TCP","56","55448  >  443 [ACK] Seq=659 Ack=5237 Win=42600 Len=0"
"1322","1.088850750","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=4284 Ack=1706839 Win=65535 Len=0"
"1323","1.091314688","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=329013 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1324","1.092235485","192.229.211.36","10.0.2.15","TLSv1.2","350","Application Data, Application Data"
"1325","1.092245397","10.0.2.15","192.229.211.36","TCP","56","35882  >  443 [ACK] Seq=801 Ack=58953 Win=65320 Len=0"
"1326","1.094342832","192.229.211.36","10.0.2.15","TCP","12476","443  >  35882 [PSH, ACK] Seq=58953 Ack=801 Win=65535 Len=12420 [TCP segment of a reassembled PDU]"
"1327","1.094361997","10.0.2.15","192.229.211.36","TCP","56","35882  >  443 [ACK] Seq=801 Ack=71373 Win=65320 Len=0"
"1328","1.095123165","192.229.211.36","10.0.2.15","TLSv1.2","4048","Application Data"
"1329","1.095134593","10.0.2.15","192.229.211.36","TCP","56","35882  >  443 [ACK] Seq=801 Ack=75365 Win=65320 Len=0"
"1330","1.097416846","192.229.211.36","10.0.2.15","TLSv1.2","14809","Application Data, Application Data, Application Data"
"1331","1.097430615","10.0.2.15","192.229.211.36","TCP","56","35882  >  443 [ACK] Seq=801 Ack=90118 Win=65320 Len=0"
"1332","1.097455569","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=330393 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1333","1.097458867","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=331773 Win=65535 Len=0"
"1334","1.103236265","152.195.54.95","10.0.2.15","TLSv1.2","2816","Application Data, Application Data, Application Data"
"1335","1.103252372","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=334533 Win=65535 Len=0"
"1336","1.104105190","152.195.54.95","10.0.2.15","TCP","8336","443  >  38044 [PSH, ACK] Seq=334533 Ack=1904 Win=65535 Len=8280 [TCP segment of a reassembled PDU]"
"1337","1.104133920","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=342813 Win=65535 Len=0"
"1338","1.104510400","10.0.2.15","192.229.211.36","TLSv1.2","128","Application Data"
"1339","1.104637449","10.0.2.15","192.229.210.207","TLSv1.2","187","Application Data"
"1340","1.104721280","192.229.211.36","10.0.2.15","TCP","62","443  >  35882 [ACK] Seq=90118 Ack=873 Win=65535 Len=0"
"1341","1.104875833","192.229.210.207","10.0.2.15","TCP","62","443  >  52070 [ACK] Seq=163544 Ack=1860 Win=65535 Len=0"
"1342","1.104880168","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=342813 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1343","1.105718705","152.195.54.95","10.0.2.15","TLSv1.2","6235","Application Data, Application Data, Application Data, Application Data"
"1344","1.105724447","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=350372 Win=65535 Len=0"
"1345","1.108002975","13.32.253.118","10.0.2.15","TCP","62","443  >  33220 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1346","1.108037902","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"1347","1.108186056","10.0.2.15","13.32.253.118","TLSv1.2","273","Client Hello"
"1348","1.108383513","13.32.253.118","10.0.2.15","TCP","62","443  >  33220 [ACK] Seq=1 Ack=218 Win=65535 Len=0"
"1349","1.108844725","199.96.57.6","10.0.2.15","TLSv1.2","1436","Server Hello"
"1350","1.108849510","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=209 Ack=1381 Win=31740 Len=0"
"1351","1.109690176","199.96.57.6","10.0.2.15","TLSv1.2","2828","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1352","1.109697014","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=209 Ack=4153 Win=36920 Len=0"
"1353","1.110432853","10.0.2.15","199.96.57.6","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1354","1.110577462","199.96.57.6","10.0.2.15","TCP","62","443  >  59196 [ACK] Seq=4153 Ack=335 Win=65535 Len=0"
"1355","1.112330333","31.13.76.107","10.0.2.15","TLSv1.2","314","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1356","1.112613951","31.13.76.107","10.0.2.15","TLSv1.2","137","Application Data"
"1357","1.114296693","31.13.76.107","10.0.2.15","TLSv1.2","140","Application Data, Application Data"
"1358","1.114429092","31.13.76.107","10.0.2.15","TLSv1.2","4196","Application Data"
"1359","1.114439388","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=8089 Win=48280 Len=0"
"1360","1.114494657","23.198.167.67","10.0.2.15","TCP","62","443  >  54034 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"1361","1.114506743","10.0.2.15","23.198.167.67","TCP","56","54034  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"1362","1.116290211","31.13.76.107","10.0.2.15","TCP","4196","443  >  40506 [PSH, ACK] Seq=8089 Ack=734 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"1363","1.116299157","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=12229 Win=56800 Len=0"
"1364","1.116753652","10.0.2.15","199.96.57.6","TLSv1.2","149","Application Data"
"1365","1.116892512","199.96.57.6","10.0.2.15","TCP","62","443  >  59196 [ACK] Seq=4153 Ack=428 Win=65535 Len=0"
"1366","1.117025065","10.0.2.15","23.198.167.67","TLSv1.2","268","Client Hello"
"1367","1.117188997","23.198.167.67","10.0.2.15","TCP","62","443  >  54034 [ACK] Seq=1 Ack=213 Win=65535 Len=0"
"1368","1.117266535","10.0.2.15","199.96.57.6","TLSv1.2","251","Application Data"
"1369","1.117386038","199.96.57.6","10.0.2.15","TCP","62","443  >  59196 [ACK] Seq=4153 Ack=623 Win=65535 Len=0"
"1370","1.117762663","31.13.76.107","10.0.2.15","TLSv1.2","2714","Application Data [TCP segment of a reassembled PDU]"
"1371","1.117780737","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=14887 Win=61060 Len=0"
"1372","1.128901992","192.229.211.36","10.0.2.15","TLSv1.2","287","Application Data"
"1373","1.129353826","192.229.211.36","10.0.2.15","TLSv1.2","94","Application Data"
"1374","1.129422073","10.0.2.15","192.229.211.36","TCP","56","35882  >  443 [ACK] Seq=873 Ack=90387 Win=65320 Len=0"
"1375","1.130326945","192.229.211.36","10.0.2.15","TCP","5576","443  >  35882 [PSH, ACK] Seq=90387 Ack=873 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"1376","1.130334305","10.0.2.15","192.229.211.36","TCP","56","35882  >  443 [ACK] Seq=873 Ack=95907 Win=65320 Len=0"
"1377","1.134502599","192.229.210.207","10.0.2.15","TLSv1.2","5876","Application Data, Application Data"
"1378","1.134521114","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1860 Ack=169364 Win=65535 Len=0"
"1379","1.134578780","192.229.211.36","10.0.2.15","TLSv1.2","3536","Application Data"
"1380","1.134584006","10.0.2.15","192.229.211.36","TCP","56","35882  >  443 [ACK] Seq=873 Ack=99387 Win=65320 Len=0"
"1381","1.134887019","192.229.210.207","10.0.2.15","TCP","2816","443  >  52070 [PSH, ACK] Seq=169364 Ack=1860 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"1382","1.134892316","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1860 Ack=172124 Win=65535 Len=0"
"1383","1.135765492","192.229.210.207","10.0.2.15","TCP","1436","443  >  52070 [PSH, ACK] Seq=172124 Ack=1860 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1384","1.135772584","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1860 Ack=173504 Win=65535 Len=0"
"1385","1.136300868","192.229.210.207","10.0.2.15","TCP","5576","443  >  52070 [PSH, ACK] Seq=173504 Ack=1860 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"1386","1.136307654","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1860 Ack=179024 Win=65535 Len=0"
"1387","1.139466069","192.229.210.207","10.0.2.15","TLSv1.2","17836","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1388","1.139483694","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1860 Ack=196804 Win=65535 Len=0"
"1389","1.139989423","192.229.210.207","10.0.2.15","TLSv1.2","5912","Application Data"
"1390","1.139995133","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1860 Ack=202660 Win=65535 Len=0"
"1391","1.141326444","199.96.57.6","10.0.2.15","TLSv1.2","314","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1392","1.141833892","13.32.253.118","10.0.2.15","TLSv1.2","1436","Server Hello"
"1393","1.141840898","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=218 Ack=1381 Win=31740 Len=0"
"1394","1.142319207","13.32.253.118","10.0.2.15","TLSv1.2","2816","Certificate [TCP segment of a reassembled PDU]"
"1395","1.142325620","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=218 Ack=4141 Win=36920 Len=0"
"1396","1.142879418","13.32.253.118","10.0.2.15","TLSv1.2","858","Certificate Status, Server Key Exchange, Server Hello Done"
"1397","1.142885645","10.0.2.15","13.32.253.118","TCP","56","33220  >  443 [ACK] Seq=218 Ack=4943 Win=39760 Len=0"
"1398","1.143341181","31.13.76.107","10.0.2.15","TLSv1.2","2816","Application Data [TCP segment of a reassembled PDU]"
"1399","1.143347585","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=17647 Win=65320 Len=0"
"1400","1.143794963","31.13.76.107","10.0.2.15","TLSv1.2","1436","Application Data [TCP segment of a reassembled PDU]"
"1401","1.143995184","10.0.2.15","13.32.253.118","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1402","1.144138080","13.32.253.118","10.0.2.15","TCP","62","443  >  33220 [ACK] Seq=4943 Ack=344 Win=65535 Len=0"
"1403","1.144144939","31.13.76.107","10.0.2.15","TCP","4196","443  >  40506 [PSH, ACK] Seq=19027 Ack=734 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"1404","1.144149235","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=23167 Win=65320 Len=0"
"1405","1.145813750","31.13.76.107","10.0.2.15","TLSv1.2","2816","Application Data [TCP segment of a reassembled PDU]"
"1406","1.145835845","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=25927 Win=65320 Len=0"
"1407","1.146224483","10.0.2.15","13.32.253.118","TLSv1.2","382","Application Data"
"1408","1.146415258","13.32.253.118","10.0.2.15","TCP","62","443  >  33220 [ACK] Seq=4943 Ack=670 Win=65535 Len=0"
"1409","1.146708802","31.13.76.107","10.0.2.15","TCP","5576","443  >  40506 [PSH, ACK] Seq=25927 Ack=734 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"1410","1.146715807","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=31447 Win=65320 Len=0"
"1411","1.149071932","23.198.167.67","10.0.2.15","TLSv1.2","2816","Server Hello"
"1412","1.149079165","10.0.2.15","23.198.167.67","TCP","56","54034  >  443 [ACK] Seq=213 Ack=2761 Win=34080 Len=0"
"1413","1.150087464","23.198.167.67","10.0.2.15","TCP","1392","443  >  54034 [PSH, ACK] Seq=2761 Ack=213 Win=65535 Len=1336 [TCP segment of a reassembled PDU]"
"1414","1.150095224","10.0.2.15","23.198.167.67","TCP","56","54034  >  443 [ACK] Seq=213 Ack=4097 Win=36920 Len=0"
"1415","1.155783447","10.0.2.15","31.13.76.107","TCP","56","40510  >  443 [ACK] Seq=335 Ack=3829 Win=39760 Len=0"
"1416","1.159658326","23.198.167.67","10.0.2.15","TLSv1.2","890","Certificate, Server Key Exchange, Server Hello Done"
"1417","1.159667895","10.0.2.15","23.198.167.67","TCP","56","54034  >  443 [ACK] Seq=213 Ack=4931 Win=39760 Len=0"
"1418","1.160405437","10.0.2.15","23.198.167.67","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1419","1.160579329","23.198.167.67","10.0.2.15","TCP","62","443  >  54034 [ACK] Seq=4931 Ack=339 Win=65535 Len=0"
"1420","1.162826495","152.195.54.95","10.0.2.15","TLSv1.2","1474","Application Data"
"1421","1.164139345","10.0.2.15","23.198.167.67","TLSv1.2","382","Application Data"
"1422","1.164190501","152.195.54.95","10.0.2.15","TCP","4196","443  >  38044 [PSH, ACK] Seq=351790 Ack=1904 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"1423","1.164197995","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=355930 Win=65535 Len=0"
"1424","1.164215865","23.198.167.67","10.0.2.15","TCP","62","443  >  54034 [ACK] Seq=4931 Ack=665 Win=65535 Len=0"
"1425","1.166648047","152.195.54.95","10.0.2.15","TLSv1.2","13746","Application Data, Application Data"
"1426","1.166676586","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=369620 Win=65535 Len=0"
"1427","1.166728032","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=369620 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1428","1.169422349","152.195.54.95","10.0.2.15","TCP","6956","443  >  38044 [PSH, ACK] Seq=371000 Ack=1904 Win=65535 Len=6900 [TCP segment of a reassembled PDU]"
"1429","1.169434767","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=377900 Win=65535 Len=0"
"1430","1.170594051","152.195.54.95","10.0.2.15","TLSv1.2","19266","Application Data, Application Data"
"1431","1.170605889","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=397110 Win=65535 Len=0"
"1432","1.170646817","199.96.57.6","10.0.2.15","TLSv1.2","122","Application Data"
"1433","1.171912426","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=623 Ack=4477 Win=39760 Len=0"
"1434","1.171994809","10.0.2.15","199.96.57.6","TLSv1.2","94","Application Data"
"1435","1.172324892","199.96.57.6","10.0.2.15","TCP","62","443  >  59196 [ACK] Seq=4477 Ack=661 Win=65535 Len=0"
"1436","1.172619518","199.96.57.6","10.0.2.15","TCP","2816","443  >  59196 [PSH, ACK] Seq=4477 Ack=661 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"1437","1.172625809","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=661 Ack=7237 Win=45440 Len=0"
"1438","1.172662171","31.13.76.107","10.0.2.15","TLSv1.2","2816","Application Data [TCP segment of a reassembled PDU]"
"1439","1.172665972","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=34207 Win=65320 Len=0"
"1440","1.172683884","199.96.57.6","10.0.2.15","TLSv1.2","5576","Application Data, Application Data"
"1441","1.172687959","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=661 Ack=12757 Win=56800 Len=0"
"1442","1.174184270","199.96.57.6","10.0.2.15","TLSv1.2","4196","Application Data, Application Data"
"1443","1.174198309","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=661 Ack=16897 Win=65320 Len=0"
"1444","1.174229165","31.13.76.107","10.0.2.15","TLSv1.2","11096","Application Data, Application Data"
"1445","1.174233733","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=45247 Win=65320 Len=0"
"1446","1.175334127","31.13.76.107","10.0.2.15","TCP","2816","443  >  40506 [PSH, ACK] Seq=45247 Ack=734 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"1447","1.175360080","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=48007 Win=65320 Len=0"
"1448","1.175383515","13.32.253.118","10.0.2.15","TLSv1.2","314","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1449","1.181449001","152.195.54.95","10.0.2.15","TLSv1.2","2816","Application Data, Application Data"
"1450","1.181461763","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=399870 Win=65535 Len=0"
"1451","1.182959255","23.198.167.67","10.0.2.15","TLSv1.2","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1452","1.185387621","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=399870 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1453","1.185666709","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=401250 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1454","1.185676512","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=402630 Win=65535 Len=0"
"1455","1.187127828","152.195.54.95","10.0.2.15","TCP","8336","443  >  38044 [PSH, ACK] Seq=402630 Ack=1904 Win=65535 Len=8280 [TCP segment of a reassembled PDU]"
"1456","1.187137474","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=410910 Win=65535 Len=0"
"1457","1.188487758","152.195.54.95","10.0.2.15","TLSv1.2","8336","Application Data, Application Data"
"1458","1.188510039","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=419190 Win=65535 Len=0"
"1459","1.189340056","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=419190 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1460","1.189766943","152.195.54.95","10.0.2.15","TCP","1436","443  >  38044 [PSH, ACK] Seq=420570 Ack=1904 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"1461","1.189773307","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=421950 Win=65535 Len=0"
"1462","1.191954528","152.195.54.95","10.0.2.15","TCP","5576","443  >  38044 [PSH, ACK] Seq=421950 Ack=1904 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"1463","1.191963599","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=427470 Win=65535 Len=0"
"1464","1.194464211","152.195.54.95","10.0.2.15","TCP","2816","443  >  38044 [PSH, ACK] Seq=427470 Ack=1904 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"1465","1.194477516","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=430230 Win=65535 Len=0"
"1466","1.195266392","152.195.54.95","10.0.2.15","TLSv1.2","8336","Application Data, Application Data"
"1467","1.195274375","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=438510 Win=65535 Len=0"
"1468","1.196966050","152.195.54.95","10.0.2.15","TLSv1.2","11096","Application Data, Application Data"
"1469","1.196974643","10.0.2.15","152.195.54.95","TCP","56","38044  >  443 [ACK] Seq=1904 Ack=449550 Win=65535 Len=0"
"1470","1.198641764","199.96.57.6","10.0.2.15","TLSv1.2","8336","Application Data, Application Data, Application Data"
"1471","1.198654465","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=661 Ack=25177 Win=65320 Len=0"
"1472","1.198676804","31.13.76.107","10.0.2.15","TLSv1.2","2816","Application Data [TCP segment of a reassembled PDU]"
"1473","1.198680871","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=50767 Win=65320 Len=0"
"1474","1.201718898","199.96.57.6","10.0.2.15","TLSv1.2","4196","Application Data [TCP segment of a reassembled PDU]"
"1475","1.201732507","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=661 Ack=29317 Win=65320 Len=0"
"1476","1.201762909","31.13.76.107","10.0.2.15","TLSv1.2","9716","Application Data, Application Data"
"1477","1.201768308","10.0.2.15","31.13.76.107","TCP","56","40506  >  443 [ACK] Seq=734 Ack=60427 Win=65320 Len=0"
"1478","1.202395292","199.96.57.6","10.0.2.15","TLSv1.2","4196","Application Data, Application Data"
"1479","1.202401341","10.0.2.15","199.96.57.6","TCP","56","59196  >  443 [ACK] Seq=661 Ack=33457 Win=65320 Len=0"
